t,psi_truth,psi_recovered
2712.0,0.002641824574082316,0.008829940246512104
2724.0,0.0027153146001976246,0.008862018902056519
2736.0,0.002790643951394261,0.0088941721110243
2748.0,0.0028678524341863697,0.008926400412500188
2760.0,0.0029469805380670415,0.008958704348465234
2772.0,0.0030280694423429066,0.008991084463794319
2784.0,0.0031111610229005954,0.009023541306253734
2796.0,0.0031962978589004025,0.009056075426497424
2808.0,0.003283523239391953,0.009088687378063454
2820.0,0.0033728811698468795,0.00912137771737035
2832.0,0.003464416378603354,0.00915414700371231
2844.0,0.0035581743232170524,0.00918699579925493
2856.0,0.0036542011967133584,0.009219924669029704
2868.0,0.0037525439337351544,0.009252934180928492
2880.0,0.003853250216580698,0.009286024905698007
2892.0,0.003956368481126027,0.00931919741693283
2904.0,0.004061947922625903,0.00935245229106945
2916.0,0.004170038501387709,0.00938579010737852
2928.0,0.004280690948312149,0.009419211447957244
2940.0,0.004393956770294844,0.009452716897721584
2952.0,0.004509888255482701,0.009486307044398033
2964.0,0.004628538478378774,0.009519982478514023
2976.0,0.004749961304789461,0.009553743793388941
2988.0,0.004874211396607534,0.00958759158512474
3000.0,0.005001344216424597,0.009621526452595015
3012.0,0.005131416031966537,0.009655548997434135
3024.0,0.005264483920345136,0.009689659824027308
3036.0,0.00540060577211944,0.009723859539496595
3048.0,0.005539840295159792,0.009758148753691763
3060.0,0.00568224701830802,0.009792528079174134
3072.0,0.005827886294826635,0.009826998131206542
3084.0,0.005976819305630125,0.009861559527737707
3096.0,0.006129108062291415,0.00989621288938873
3108.0,0.006284815409816174,0.009930958839437953
3120.0,0.006444005029178007,0.009965798003806349
3132.0,0.006606741439607207,0.010000731011041888
3144.0,0.006773090000625687,0.010035758492301053
3156.0,0.006943116913821079,0.010070881081335671
3168.0,0.007116889224352165,0.010106099414471853
3180.0,0.007294474822178641,0.010141414130594467
3192.0,0.007475942443007458,0.010176825871127504
3204.0,0.007661361668948252,0.010212335280015077
3216.0,0.007850802928870592,0.010247943003702582
3228.0,0.00804433749845495,0.010283649691114158
3240.0,0.008242037499930393,0.01031945599363479
3252.0,0.008443975901490805,0.01035536256508627
3264.0,0.008650226516382337,0.010391370061707178
3276.0,0.008860864001654298,0.010427479142128313
3288.0,0.009075963856565769,0.010463690467350642
3300.0,0.00929560242064026,0.010500004700721363
3312.0,0.00951985687136076,0.01053642250790815
3324.0,0.00974880522149741,0.010572944556875068
3336.0,0.009982526316060144,0.010609571517856749
3348.0,0.010221099828868544,0.010646304063330433
3360.0,0.010464606258731404,0.01068314286799111
3372.0,0.01071312692522807,0.010720088608721548
3384.0,0.010966743964084187,0.010757141964564669
3396.0,0.011225540322134159,0.010794303616694985
3408.0,0.011489599751862645,0.010831574248386683
3420.0,0.011759006805517747,0.010868954544985453
3432.0,0.012033846828788306,0.010906445193875756
3444.0,0.012314205954037805,0.010944046884449131
3456.0,0.012600171093087677,0.010981760308071693
3468.0,0.01289182992954255,0.011019586158049821
3480.0,0.013189270910650247,0.011057525129597554
