t,psi_truth,psi_recovered
6672.0,0.41911128140826237,0.543346601155672
6684.0,0.42045273243389797,0.5448034846407134
6696.0,0.4217674920721352,0.5462329985857828
6708.0,0.4230552833944527,0.5476349163766814
6720.0,0.4243158345689477,0.5490090159964219
6732.0,0.42554887895589194,0.550355080061084
6744.0,0.4267541552016661,0.5516728958849186
6756.0,0.42793140733102614,0.552962255547033
6768.0,0.4290803848376564,0.5542229559275862
6780.0,0.43020084277296433,0.555454798683247
6792.0,0.4312925418330724,0.5566575901398216
6804.0,0.4323552484439652,0.5578311410931412
6816.0,0.433388734844748,0.5589752665252397
6828.0,0.4343927791689758,0.5600897852587967
6840.0,0.4353671655240124,0.5611745195855158
6852.0,0.43631168406837983,0.5622292949117087
6864.0,0.43722613108705854,0.5632539394652312
6876.0,0.43811030906470133,0.5642482841022257
6888.0,0.4389640267567242,0.5652121622410985
6900.0,0.43978709925823783,0.5661454099366315
6912.0,0.44057934807078525,0.5670478660918691
6924.0,0.4413406011668515,0.5679193727916436
6936.0,0.44207069305211366,0.5687597757313343
