t_center,mean_residual
0.0025,0.0028693756334858965
0.0075,0.0009723932307860834
0.0125,0.0007988495219368445
0.0175,0.0008042528996899575
0.0225,0.0007271317025777322
0.0275,0.0007028229299709031
0.0325,0.0007453608020647319
0.037500000000000006,0.0006767389884043391
0.042499999999999996,0.0005196637686150934
0.0475,0.0013036880289847438
